OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,SHAPE_Length
105124,2152,UNKNOWN NAME,PRIMARY,CRDS,N,0.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,grass overtaking trail,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{946C753B-2E4A-4F38-936D-3FCC6911D537},92.9159973714884,0.000621771266174218
105125,2153,UNKNOWN NAME,PRIMARY,CRDS,N,1,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DAFDFDCD-452B-4871-A98C-7D85AED4B90F},108.24084390946,0.000772003306083775
105126,2154,UNKNOWN NAME,PRIMARY,NATU,N,0.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{B789C419-516A-419E-8BB6-67C59DD6CCA6},37.6609692136376,0.000262694155887789
105127,2159,UNKNOWN NAME,PRIMARY,ASPH,N,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{0FB2515A-883F-41F6-A901-A346DE4B6AED},274.962505751331,0.00211848401763306
105128,2160,UNKNOWN NAME,PRIMARY,GRAV,N,2.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE,leads to nowhere,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{BA68AE9B-9825-439E-A1EF-4FAA44FD4515},178.985198463657,0.00114553374081298
105129,1651,SHUBIE CANAL GREENWAY,AT_GW - S,ASPH, ,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,2015/12/16 00:00:00+00,PICTOMETRY,,RRRDTR,HRT,Y,Y,Y,,,ALL,,,Y,,,,,,TPW_TRAILS,,,,{F318989B-7CC3-4815-A9A8-F787325F306A},75.4011787142841,0.000583462737798279
105130,1945,UNKNOWN NAME,PRIMARY,ASPH, ,1.6,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{73DE2ED7-CB50-4121-807D-1CF589685D33},179.258760741166,0.0013688962488714
105131,2690,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{F083D23B-8A39-42CA-8481-D45D08856CE9},168.677797228367,0.00139145701094406
105132,2694,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{413D34BF-46E3-4B0E-A861-7801DBFAD21F},555.01566406167,0.00461153397934592
105133,2695,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{41D8CD88-3EA3-456B-8337-FE4590CDB6E5},635.477577642005,0.00461612034226613
105134,2698,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{70D8A8B3-5BD5-4737-9DA1-3DC27EED7F05},105.792257906243,0.00075142366821993
105135,2263,UNKNOWN NAME, ,CONC,N,1.1,N,,GOOD,0,,N,HRM,HRM,ACTIVE,areas of marginal-heaves/spalling,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{081B857D-1DAA-46BA-87A6-7107D66FA80B},150.043565778459,0.00121643632388456
105136,1946,UNKNOWN NAME,SECONDARY,ASPH, ,1.3,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{54ADABF2-1AB6-49FF-9C9A-FBA9704478ED},55.4979905387197,0.000364516511771957
105137,2259,UNKNOWN NAME, ,CRDS, ,1,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,undefined width-minor rocks exposed,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{EF2FFE9F-7B04-4A0C-B986-FC82BC966055},392.201831970994,0.0030211870465353
105138,2260,UNKNOWN NAME, ,ASPH, ,1.3,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{21C1EA6B-A499-4806-B683-BA6954021987},36.0938822072136,0.000321100862224043
105139,2261,UNKNOWN NAME,TERIARY,NATU,N,0.5,N,,MARGINAL,0,,N,HRM,HRM,INFORMAL CROSSING,some crusher mostly turf-undefined,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1C462651-3FDB-46CE-AB49-7D291DCDB001},87.4981070639854,0.000703356397119899
105140,2262,UNKNOWN NAME, ,CRDS, ,2.1,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{B154275C-A216-492D-8BC2-99D765E372B8},57.0095172758591,0.000445704228161331
105141,2264,UNKNOWN NAME, ,CRDS, ,1.9,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{30F5F3FB-A328-4582-A6B7-E8CEE6EED181},111.919906254597,0.000877255071804753
105142,2265,UNKNOWN NAME, ,CRDS, ,1.4,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,width varies -weed growth along sides,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{26CDD753-B1A7-41FF-A229-A0A0F9852621},215.383951985011,0.00178056362619614
105143,2266,UNKNOWN NAME, ,CRDS, ,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE,sides overgrown in some areas,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{18001B1A-6B9F-4AA5-8112-F0BD05A48886},355.514766316858,0.00280206406848967
105144,2267,UNKNOWN NAME, ,ASPH, ,1.5,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,minor cracks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2AC4930A-F94C-44ED-9262-385CDDE94E7A},40.109676873336,0.000302257058229165
105145,2268,UNKNOWN NAME, ,CRDS, ,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D23CDDF8-AD48-46CA-B16C-E1F2BD793498},51.8101666071441,0.00045984416566669
105146,2269,UNKNOWN NAME, ,ASPH, ,1.4,N,,GOOD,0,,N,HRM,HRM,ACTIVE,1 sig. settled area at street-minor heav,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E44C826D-A820-4933-991A-599FE2581639},38.176709777982,0.000339897452531714
105147,2271,UNKNOWN NAME, ,CRDS, ,1.4,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,sides overgrown-undefined width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{9A988E78-CBD9-4645-9476-C18B901553FB},270.282859246304,0.00190981518330083
105148,2272,UNKNOWN NAME,TERIARY,CRDS, ,1,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,dead ends-undefined width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{CFA5ECFE-3EA3-4BFC-A4F9-3401DF783CBB},85.740122903388,0.000735322338541952
105149,2273,UNKNOWN NAME, ,WOOD, ,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE,part of boardwalk,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{14D669AB-BA7F-46B6-BC63-9814A9B0DE4E},24.1506082654616,0.000209756014507065
105150,2358,UNKNOWN NAME, ,ASPH, ,1.9,Y,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{EC71B2BE-DFEC-45B8-82FF-1DBF1288F085},80.7809350864832,0.000690856808883629
105151,2360,UNKNOWN NAME, ,GRAV, ,2.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,lacks surf material-weed growth,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DF32B4D7-9911-45DD-A668-43DF14D1B5C6},43.7059609153482,0.00028338562853854
105152,2361,UNKNOWN NAME, ,CRDS, ,2.8,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,widens at play structure-some weed grth,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C307B7EF-3768-48C9-A753-A642FDA8A89C},15.1100565290796,0.000126301178706736
105153,2362,UNKNOWN NAME, ,ASPH, ,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{532AC81B-DE7B-4562-B486-00616870CC9C},33.5227329276928,0.000282537543723928
105154,2363,UNKNOWN NAME, ,GRAV, ,3.5,N,,GOOD,0,,N,HRM,UN,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1244FD0B-1367-474F-BC1F-5D9CDBF40DA1},111.482138888313,0.000998013106318313
105155,2353,UNKNOWN NAME, ,CONC, ,1.23,N,,GOOD,0,,N, ,UN,ACTIVE,pavers,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E5C19E86-C703-403E-9F29-682D1AE39BB3},58.4872286187406,0.000444050949673646
105156,2370,UNKNOWN NAME, ,CRDS, ,1.6,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,undefined width-lacks surf material,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1BF20022-45D2-479D-9F68-913F55755EAE},83.6598503516139,0.000712537627075682
105157,2561,UNKNOWN NAME, ,GRAV,N,2,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,"fenced on residential side,exposed rock",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{9355555F-0B7A-49E9-970D-578E7C2D6192},179.648109810333,0.00157000589106421
105158,619,UNKNOWN NAME,,NATU,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{92DD7C1D-ABB3-4940-ABBB-C4AFB25ABA44},298.216233110193,0.00228434104752349
105159,1367,UNKNOWN NAME,SECONDARY,CRDS, ,1.6,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,lack of surface material raised rocks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{F1281BFA-B3C3-4DF5-B562-F06C93B29089},282.200522522572,0.00186374143010984
105160,1248,UNKNOWN NAME,PRIMARY,CRDS,N,2.2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{7E0C3EEA-6EAA-4597-942F-3D9FA88E4789},28.8367583342695,0.000239984921238606
105161,1249,UNKNOWN NAME,SECONDARY,CRDS,N,0.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,trail overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{0BE44BF8-94DF-48A5-9A1A-AB1BDADC705E},52.7972225951789,0.000410645525658786
105162,1252,UNKNOWN NAME,SECONDARY,ASPH,N,1.5,Y,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2E40E3C6-FE17-4E67-9FB3-C983170902E0},58.3431484249851,0.000377037688054029
105163,2530,UNKNOWN NAME, ,CRDS, ,2.1,Y,,GOOD,0,,N,HRM,UN,ACTIVE,partially fenced,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2DDC7E1B-B755-4E07-B82F-8260CCADBD75},158.01697492684,0.00127644207461822
105164,2163,UNKNOWN NAME,TERIARY,GRAV,N,0,N,,POOR,0,,N,HRM,UN,ACTIVE,part of drainage swail-washed out,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{80944420-4639-4329-A764-B5F99230ADB4},19.3107449804976,0.000155326575822378
105165,2165,UNKNOWN NAME,TERIARY,NATU,N,0.5,N,,MARGINAL,0,,N,HRM,NA,INFORMAL CROSSING,unmaintained footpath,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E2007A52-F6DA-43CF-9293-ADF960990C02},59.5617523243601,0.000526428910174046
105166,2167,UNKNOWN NAME, ,ASPH, ,3.1,N,,GOOD,0,,N,HRM,UN,ACTIVE,minor heaves/cracks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{79DE228E-D901-4D3E-9930-8BECFD97B401},133.200808876507,0.0010643855891583
105167,2169,UNKNOWN NAME, ,ASPH, ,1.4,N,,GOOD,0,,N,HRM,UN,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E273D1F4-D28E-4DD3-A319-75CE3CD7B9DE},21.9283569524651,0.000149922283719055
105168,2170,UNKNOWN NAME, ,ASPH, ,1.4,N,,GOOD,0,,N,HRM,UN,ACTIVE,area of poor by culvert-broken/dam. asph,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1C0738E9-E2EE-47AD-B22C-0F2382A0E12D},110.208998458271,0.000914329045753841
105169,2171,UNKNOWN NAME, ,CRDS, ,1.4,N,,GOOD,0,,N,HRM,HRM,DECOMISSIONED,undefined/overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E5BD645C-04E0-4788-A9B6-0709177BE786},19.5556101232885,0.000129405044191008
105170,2172,EASTERN PASSAGE COMMONS WALKWAY,SECONDARY,ASPH, ,1.4,N,,GOOD,0,,N,HRM,HRM,ACTIVE,some areas marginal-heaves/cracks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2A802156-C7AE-4AB8-8454-72CA3955F006},120.034118711452,0.00095790537922281
105171,2173,UNKNOWN NAME,TERIARY,GRAV,N,3.9,N,,MARGINAL,0,,N,HRM,UN,OTHER,access rd-drain dtchs-priv acc. to homes,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{4E0F406C-648C-49B5-877C-4965054EEBF9},203.967975254002,0.0015383446444147
105172,2174,UNKNOWN NAME,TERIARY,NATU,N,0.5,N,, ,0,,N,HRM,NA,INFORMAL CROSSING,footpath to sch. grass-unmaintained,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{298027EE-BBCC-4C25-9E64-01D72EC24D00},84.3078617536118,0.000645247522334828
105173,2175,UNKNOWN NAME, ,ASPH, ,1.6,Y,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{5CB3AE18-6BED-4B89-B969-833D5BB877EF},56.5330336842577,0.000459803339100057
105174,2373,UNKNOWN NAME, ,CONC, ,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE,may be part of sidewalk system,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{743E6256-5975-4B4D-BBC9-A8BB6C5F194C},68.3993290031015,0.000463013477076637
105175,2375,UNKNOWN NAME,PRIMARY,CRDS,N,2.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2B2176A2-9AB0-4C5C-973B-0BF995DB5305},39.4794056049197,0.00026943925695716
105176,2376,UNKNOWN NAME,PRIMARY,CRDS,N,2.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{422CC3BB-D704-4A9F-A12B-CB5C7DECF4DF},61.2391605387682,0.000450130329885774
105177,2377,UNKNOWN NAME,PRIMARY,CRDS,N,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1F7DA8A8-04A6-4BA7-A41E-FBE79F427016},79.5072570589638,0.00060658125645091
105178,2378,UNKNOWN NAME,PRIMARY,ASPH,N,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{5DF370E5-7677-4967-9C52-50F5EFC44581},26.3303648886473,0.000185167817544004
105179,2379,UNKNOWN NAME,PRIMARY,CRDS,N,1.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{428F16DE-74F2-40A1-B592-0755C62AEF8B},139.186749467111,0.000971626766411745
105180,1015,UNKNOWN NAME,SECONDARY,CRDS, ,2,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,ov/grn w/weed sides ov/grn- undefined,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{AE7B78B4-2D8F-414A-A3C9-BF51F8593303},487.527884163093,0.00378583397401674
105181,2355,OLD COACH ROAD TRAIL, ,CRDS, ,2.1,N,,GOOD,0,,N,HRM,UN,ACTIVE, ,,,,,,,,,,,,,,,,,,,,Northwest Trails Association,TPW_TRAILS,,,,{1B36EBB2-B6E9-4629-8BAB-85D41FD4E306},217.229093211992,0.00149082433846166
105182,2383,UNKNOWN NAME,PRIMARY,GRAV,N,1.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{BBD519DC-67F8-4BEE-AA43-54EEB0F3FCB1},158.930544561742,0.00113271848659205
105183,2385,UNKNOWN NAME,PRIMARY,CRDS,N,1.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,known as veterans trail,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{59EEBF75-314C-43EB-8B6D-45E609283B81},183.754210080975,0.00128260353768365
105184,2386,UNKNOWN NAME,PRIMARY,CRDS,N,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{28027805-F9C3-4020-A034-4B04004649E1},133.111966767095,0.000936579154665835
105185,2016,UNKNOWN NAME,SECONDARY,CRDS, ,1.8,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,overgrown w/ weed- undefined width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1FBAD397-D97B-477C-AC9A-06688BC904AD},129.884364750073,0.00116073513526989
105186,2176,UNKNOWN NAME, ,ASPH, ,1.6,N,,GOOD,0,,N,HRM,HRM,ACTIVE,minorheave-1 area marginal-settled edge-,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{665DCB30-04FD-46BE-9B0F-AB14162CE594},60.7539832373748,0.000402889008618642
105187,2177,UNKNOWN NAME, ,WOOD, ,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE,boardwalk-areas footing has settled-mino,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{50EDA161-C9F5-4378-9CA4-2539DB530BD0},130.126973199807,0.000912941884401286
105188,2178,UNKNOWN NAME, ,CRDS, ,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE,some weed growth-to play structure,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D86C6393-2EC2-4091-A072-7515AEF617C9},22.531350713331,0.000163793883127263
105189,2179,UNKNOWN NAME, ,CRDS, ,2.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE,to playfield,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3EF480FA-FC42-4911-B785-88348A54A68C},49.6606399492839,0.000379768117723016
105190,2180,UNKNOWN NAME, ,ASPH, ,1.4,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,damaged/heaves/cracks-gravel fr. washout,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{F46AD5C6-E5B9-4E6C-981A-D882F5764B84},91.4805298791828,0.000653761651666838
105191,2181,UNKNOWN NAME, ,ASPH, ,1.5,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,minor heaves/cracks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{F57055CB-3C30-4B40-A362-E64C652466FB},85.7666289780769,0.000686715311693022
105192,2183,UNKNOWN NAME, ,CRDS, ,1.7,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,overgrown w/weed-sides ovrgrn,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{AAFEED47-7EFE-490D-B84B-18AC338BF3F2},20.9510905774751,0.000146445058781392
105193,2184,UNKNOWN NAME, ,NATU, ,1.7,N,,POOR,0,,N,HRM,HRM,INFORMAL CROSSING,former trail overgrn-not maintained,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{82A8D113-0527-496B-B706-5283B7DA531A},56.8969281441863,0.000466589397378574
105194,2185,UNKNOWN NAME,TERIARY,NATU,N,0.5,Y,,MARGINAL,0,,N,HRM,HRM,INFORMAL CROSSING,former trail overgrown-undefined,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{94989E81-590D-47BF-83AC-27A7E11C02E5},156.203370199858,0.00121275455326556
105195,2186,UNKNOWN NAME, ,ASPH, ,2,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,part of asph. pad around play structures,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{9EACD59C-0BEE-4BFF-B9AD-B9409B9C48F4},139.582625873322,0.0010580546706824
105196,2187,UNKNOWN NAME, ,ASPH, ,1.9,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,heaves/cracks thru/out,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{ED1CECE6-FC4E-4D98-8536-C55F2D543524},118.326979004983,0.00103261358393281
105197,2188,UNKNOWN NAME, ,NATU, ,0.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE,footpath-crusher evident in areas-undefi,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{9CCA6684-ED00-4B65-8A11-5C52F2D21879},79.0471139345467,0.000549584018598641
105198,2356,OLD COACH ROAD TRAIL, ,CRDS, ,2.1,N,,GOOD,0,,N,HRM,UN,ACTIVE, ,,,,,,,,,,,,,,,,,,,,Northwest Trails Association,TPW_TRAILS,,,,{5DFC978F-9856-4C5B-9777-409FFD1AF81C},262.283166933991,0.00184750217685114
105199,2354,OLD COACH ROAD TRAIL, ,WOOD, ,1.83,N,,GOOD,0,,N,HRM,HRM,ACTIVE,boardwalk-see bridge layer,,,,,,,,,,,,,,,,,,,,Northwest Trails Association,TPW_TRAILS,,,,{2D1D0047-B5A2-4B61-B451-1621BEA02F76},32.8102208857595,0.000261801768617154
105200,2015,UNKNOWN NAME,SECONDARY,ASPH, ,1.5,N,,GOOD,2009,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{9B7D616F-F9B2-4658-9851-8105D77FA596},10.0879686276482,7.16584965797789e-05
105201,1715,UNKNOWN NAME,SECONDARY,WOOD, ,2,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,fence 1 side,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{B23AC0F0-9278-44C2-BF3E-3436D4AB5F46},46.3795695785667,0.000341885165303288
105202,1717,HENRY FINLAY PARK WALKWAY,SECONDARY,ASPH, ,3.4,N,,GOOD,2009,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{ACCCA790-EF27-4058-B5F1-2617DFD934D4},79.6723917972247,0.000555002120853151
105203,1776,UNKNOWN NAME,PRIMARY,ASPH,N,2.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{367DEEE1-142E-4D11-A365-A71467F98007},130.556316222245,0.00105050070926036
105204,1693,UNKNOWN NAME,PRIMARY,ASPH, ,2.4,N,,GOOD,0,,Y,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{CC1E6758-41CF-4835-9C93-BF6ADA68DD41},157.880648295995,0.00130505832765904
105205,1775,UNKNOWN NAME,SECONDARY,ASPH, ,1.6,N,,GOOD,0,,Y,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{5C670E49-92C0-4F52-B8BB-157F47E0E852},120.700977615409,0.000952743802208795
105206,605,UNKNOWN NAME,,CRDS,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{F664D16B-07C7-459A-BD2F-0F0C576D3710},443.974521369499,0.00322422933204716
105207,3747,STERLING DRIVE PARK TRAIL,,,N,,N,,,,,N,HRM,HRM,ACTIVE,,2013/10/02 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,,,,,{76BFA762-FC72-47A6-B9A8-F49BCECDBF40},19.6147532285337,0.000127161944951055
105208,3748,STERLING DRIVE PARK TRAIL,,,N,,N,,,,,N,HRM,HRM,ACTIVE,,2013/10/02 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,,,,,{DC8F83EA-5111-4677-B814-98AB356E7695},190.193713704161,0.00133919805034519
105209,606,UNKNOWN NAME,,CRDS,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{D2158172-3875-4DD0-86D6-49490292AB03},227.946220939496,0.00203199852764863
105210,607,UNKNOWN NAME,,CRDS,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{5852862E-F287-417C-B841-5961F767321F},64.6583327930995,0.000439236773632145
105211,608,UNKNOWN NAME,,ASPH,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{066AEEDB-217E-43A1-A746-17C3C8D81835},122.589373065951,0.00106901258810823
105212,609,UNKNOWN NAME,,CRDS,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{801DFF3D-70C3-48C4-A06E-06185973B94F},327.182852633649,0.00239968046369147
105213,610,UNKNOWN NAME,,CRDS,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{9704BB32-08BE-4F7B-B87C-24D472F24855},155.456557365636,0.00114632163660833
105214,2290,UNKNOWN NAME, ,CRDS, ,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{649BBD32-1760-47F8-8F87-21E3E3D07F97},27.8797009383205,0.000235819891087888
105215,3738,BURNSIDE AT GREENWAY,AT_GW,ASPH,Y,,N,,GOOD,2012,,N,HRM,HRM,ACTIVE,,2012/09/12 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,{ABFB4FEE-25AC-4226-904D-52ACDCA950B9},145.937013901079,0.000947192153324292
105216,4389,STONINGTON PARK TRAIL,,CRDS,,,,,GOOD,,,N,HRM,HRM,ACTIVE,,2013/10/24 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,,,,,{55289818-CABF-4A4B-9888-FC2835EFC2EC},45.4707746411104,0.000313337809022517
105217,4387,STONINGTON PARK TRAIL,,CRDS,,,,,GOOD,,,N,HRM,HRM,ACTIVE,,2013/10/24 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,,,,,{10DCFF0E-9550-4AAE-988B-420AF4315E50},22.379865911858,0.00019956929554296
